Category,Message
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
ham,"Aight yo, dats straight dogg"
ham,No b4 Thursday
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,O was not into fps then.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
ham,I wont do anything de.
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
ham,Of course. I guess god's just got me on hold right now.
ham,"Get the door, I'm here"
ham,Yup i thk so until e shop closes lor.
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,"Sorry, I'll call later"
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,Still in the area of the restaurant. Ill try to come back soon
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
ham,Hey... What time is your driving on fri? We go for evaluation on fri?
ham,"Nothing, i got msg frm tht unknown no.."
ham,Quite lor. But dun tell him wait he get complacent...
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,Haiyoh... Maybe your hamster was jealous of million
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,I just saw ron burgundy captaining a party boat so yeah
ham,None of that's happening til you get here though
ham,We have all rounder:)so not required:)
ham,Ok lor but not too early. Me still having project meeting now.
ham,I sent them. Do you like?
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,Does not operate after  &lt;#&gt;  or what
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,I'm in town now so i'll jus take mrt down later.
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,I cant wait to see you! How were the photos were useful? :)
ham,LOL what happens in Vegas stays in vegas
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da."
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
ham,Kallis is ready for bat in 2nd innings
ham,Yeah imma come over cause jay wants to do some drugs
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,I'm already back home so no probably not
ham,"Fair enough, anything going on?"
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
ham,So what do you guys do.
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,I'm at home. Please call
ham,I'm wif him now buying tix lar...
ham,And of course you should make a stink!
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,"I've got ten bucks, jay is being noncomittal"
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Waaaat?? Lololo ok next time then!
ham,"St andre, virgil's cream"
ham,Thank god they are in bed!
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,So can collect ur laptop?
ham,Have you bookedthe hut? And also your time off? How are you by the way?
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,Gudnite....tc...practice going on
ham,Poor girl can't go one day lmao
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,If i said anything wrong sorry de:-)
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
ham,Those ducking chinchillas
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
ham,U in town alone?
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,Yavnt tried yet and never played original either
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,You call him and tell now infront of them. Call him now.
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,What's up. Do you want me to come online?
ham,Went fast asleep dear.take care.
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,When/where do I pick you up
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Well its not like you actually called someone a punto. That woulda been worse.
ham,Id have to check but there's only like 1 bowls worth left
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,Great. Have a safe trip. Dont panic surrender all.
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,Y so late but i need to go n get da laptop...
ham,Jay says that you're a double-faggot
ham,I like you peoples very much:) but am very shy pa.
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,"Sorry, I'll call later"
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,26th OF JULY
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
ham,I will come tomorrow di
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,May i call You later Pls
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,Ü only send me the contents page...
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
ham,Lmao you know me so well...
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
